gene	chr	start	end
TPPP	5	659862	693997
ZDHHC11B	5	710355	784729
ZDHHC11	5	795605	858973
BRD9	5	850291	892838
TRIP13	5	892884	919357
NKD2	5	1008021	1040630
SLC12A7	5	1050384	1155916
SLC6A19	5	1201595	1225111
SLC6A18	5	1225381	1246189
TERT	5	1253147	1295085
CLPTM1L	5	1317744	1345099
LINC01511	5	1353896	1380107
SLC6A3	5	1392794	1445514
LPCAT1	5	1456480	1524282
MRPL36	5	1798381	1802001
NDUFS6	5	1801363	1816051
IRX4	5	1877413	1887381
LSINCT5	5	2712591	2715237
IRX2	5	2741794	2751677
LINC01019	5	3357264	3536102
IRX1	5	3595832	3601403
ADAMTS16	5	5140329	5320304
ICE1	5	5420664	5490220
MED10	5	6371874	6378571
UBE2QL1	5	6448859	6496723
LINC01018	5	6582135	6613722
NSUN2	5	6599237	6633304
SRD5A1	5	6633290	6676539
ADCY2	5	7395681	7830081
MTRR	5	7851186	7906025
FASTKD3	5	7859159	7869055
MIR4458HG	5	8450701	8486930
SEMA5A	5	9035033	9546142
SNHG18	5	9545647	9597347
TAS2R1	5	9627347	9712378
CCT5	5	10249929	10266389
CMBL	5	10275875	10307974
ROPN1L-AS1	5	10435098	10441936
ROPN1L	5	10441524	10559716
ANKRD33B	5	10564070	10657816
ANKRD33B-AS1	5	10627260	10628225
DAP	5	10679230	10761273
CTNND2	5	10971836	11904446
LINC01194	5	12574814	12862171
DNAH5	5	13690328	14011818
TRIO	5	14143342	14532128
OTULIN	5	14664664	14716529
ANKH	5	14704800	14871877
FBXL7	5	15500180	15939795
ZNF622	5	16451518	16465811
MYO10	5	16661907	16936288
BASP1	5	17065598	17276843
CDH18	5	19471296	20575873
CDH12	5	21750673	22853344
PRDM9	5	23443586	23528093
CDH10	5	24487099	24644978
CDH9	5	26880597	27121150
CDH6	5	31193686	31329146
DROSHA	5	31400494	31533186
C5orf22	5	31532287	31555053
PDZD2	5	31639121	32110933
GOLPH3	5	32124712	32174319
MTMR12	5	32226994	32313013
ZFR	5	32354350	32444761
SUB1	5	32531633	32604507
NPR3	5	32689070	32791724
AMACR	5	33986165	34008104
C1QTNF3-AMACR	5	33987174	34124528
C1QTNF3	5	34017858	34043228
RAI14	5	34656328	34832612
TTC23L	5	34838833	34900511
RAD1	5	34900072	34918989
BRIX1	5	34915273	34926622
DNAJC21	5	34929548	34958964
AGXT2	5	34997427	35048240
PRLR	5	35048756	35230533
SPEF2	5	35617844	35814611
IL7R	5	35852695	35879603
CAPSL	5	35904288	35938779
UGT3A1	5	35951006	36001028
UGT3A2	5	36031828	36071358
LMBRD2	5	36098407	36151921
SKP2	5	36151989	36196849
NADK2	5	36192589	36242279
NADK2-AS1	5	36221055	36221902
RANBP3L	5	36246913	36302114
SLC1A3	5	36596588	36688335
NIPBL	5	36876769	37066413
NUP155	5	37288137	37371140
WDR70	5	37379281	37753435
GDNF	5	37812677	37840041
EGFLAM	5	38258409	38465480
EGFLAM-AS4	5	38282264	38290986
EGFLAM-AS1	5	38424855	38427383
LIFR	5	38474668	38608354
LIFR-AS1	5	38556762	38671216
LINC01265	5	38668922	38845956
OSMR	5	38845852	38945596
RICTOR	5	38937920	39074402
C9	5	39283982	39371324
DAB2	5	39371675	39462300
LINC00603	5	39892138	40053324
LINC00604	5	40240167	40267663
TTC33	5	40512333	40755963
PTGER4	5	40679915	40693735
PRKAA1	5	40759389	40798374
RPL37	5	40825262	40835269
CARD6	5	40841308	40860175
C7	5	40909419	41020216
MROH2B	5	40998017	41071342
C6	5	41140236	41261561
PLCXD3	5	41306952	41510601
OXCT1	5	41730064	41870589
FBXO4	5	41925210	41941743
GHR	5	42423439	42721878
CCDC152	5	42756799	42802439
ANXA2R	5	43039233	43043170
ZNF131	5	43065176	43192021
NIM1K	5	43192071	43280862
HMGCS1	5	43287470	43313512
CCL28	5	43376645	43412391
C5orf34	5	43486709	43515148
PAIP1	5	43526267	43557758
NNT-AS1	5	43571594	43603230
NNT	5	43602660	43707405
FGF10	5	44300247	44389977
FGF10-AS1	5	44388732	44413989
MRPS30	5	44808947	44820428
HCN1	5	45254948	45696498
EMB	5	50396192	50443248
PARP8	5	50665899	50846519
ISL1	5	51383443	51394730
ITGA1	5	52787916	52959209
PELO	5	52787916	52804044
ITGA2	5	52989320	53094779
MOCS2	5	53095679	53113016
FST	5	53480210	53487134
NDUFS4	5	53560633	53683338
ARL15	5	53883942	54310582
LINC01033	5	54310711	54415238
HSPB3	5	54455699	54456377
SNX18	5	54517727	54546586
ESM1	5	54977867	55022671
GZMK	5	55024256	55034570
GZMA	5	55102646	55110252
CDC20B	5	55112971	55173177
GPX8	5	55160167	55167297
MCIDAS	5	55219564	55227315
CCNO	5	55231152	55233608
DHX29	5	55256055	55307707
PLPP1	5	55424849	55535035
SLC38A9	5	55623437	55773194
DDX4	5	55738017	55817157
IL31RA	5	55851357	55922854
IL6ST	5	55935095	55995022
ANKRD55	5	56099680	56233330
C5orf67	5	56493622	56670173
MAP3K1	5	56815538	56896152
SETD9	5	56909260	56925532
MIER3	5	56919602	56971675
GPBP1	5	57173821	57265668
ACTBL2	5	57480018	57482811
PLK2	5	58453982	58460139
GAPT	5	58491435	58497090
RAB3C	5	58582221	58859394
PDE4D	5	58969038	60522120
PART1	5	60487713	60548813
DEPDC1B	5	60596912	60700194
ELOVL7	5	60751791	60844274
ERCC8	5	60866454	60945073
NDUFAF2	5	60945177	61154531
SMIM15	5	61157704	61163142
ZSWIM6	5	61332258	61546172
KIF2A	5	62306162	62391025
DIMT1	5	62347284	62403943
IPO11	5	62403518	62629949
LRRC70	5	62578819	62581446
RNF180	5	64165291	64372869
RGS7BP	5	64506015	64612319
SREK1IP1	5	64718148	64768692
CWC27	5	64766368	65102412
ADAMTS6	5	65148738	65481920
CENPK	5	65517766	65563183
PPWD1	5	65563236	65587549
TRIM23	5	65589690	65625975
TRAPPC13	5	65624789	65666233
SGTB	5	65665928	65723035
NLN	5	65722205	65871725
SREK1	5	66139971	66183615
MAST4	5	66596380	67169593
MAST4-AS1	5	66988877	67004250
CD180	5	67179613	67196799
PIK3R1	5	68215740	68301821
SLC30A5	5	69093991	69131069
CCNB1	5	69167004	69178372
CENPH	5	69189542	69210357
CDK7	5	69234795	69277430
CCDC125	5	69280175	69332809
TAF9	5	69362026	69370026
RAD17	5	69369293	69414806
MARVELD2	5	69415065	69444330
OCLN	5	69492184	69558104
GTF2H2C	5	69558392	69595221
SERF1B	5	70025251	70043113
SMN2	5	70049635	70078522
SERF1A	5	70900669	70918530
SMN1	5	70925030	70953942
NAIP	5	70968166	71025339
GTF2H2	5	71034962	71067723
MCCC2	5	71579531	71658706
MAP1B	5	72107234	72209565
MRPS27	5	72214953	72321717
PTCD2	5	72320318	72368395
ZNF366	5	72439903	72507410
TNPO1	5	72816312	72916741
FCHO2	5	72955988	73090522
TMEM171	5	73120569	73131812
TMEM174	5	73173193	73175143
FOXD1	5	73444827	73448777
LINC01385	5	73451498	73461409
BTF3	5	73498408	73505667
ANKRA2	5	73552190	73565712
UTP15	5	73565443	73583380
ARHGEF28	5	73625757	73942391
LINC01331	5	74111690	74537129
ENC1	5	74627406	74641424
HEXB	5	74640023	74722647
GFM2	5	74721206	74767147
NSA2	5	74766991	74780113
FAM169A	5	74777574	74867022
GCNT4	5	75025346	75054224
ANKRD31	5	75068275	75236911
HMGCR	5	75336329	75364241
POLK	5	75511782	75609991
ANKDD1B	5	75611182	75681773
POC5	5	75674124	75717448
SV2C	5	76083383	76353939
IQGAP2	5	76403285	76708132
F2RL2	5	76615482	76623413
F2R	5	76716126	76735770
F2RL1	5	76818933	76835315
S100Z	5	76850001	76921650
CRHBP	5	76953044	76981158
AGGF1	5	77029251	77065234
ZBED3	5	77072072	77087353
ZBED3-AS1	5	77086688	77166909
PDE8B	5	77210449	77428256
WDR41	5	77425970	77620611
OTP	5	77628712	77638713
TBCA	5	77691166	77868780
AP3B1	5	77991640	78294762
SCAMP1-AS1	5	78342330	78360532
SCAMP1	5	78360114	78480739
LHFPL2	5	78485215	78770021
ARSB	5	78777209	78986087
DMGDH	5	78996974	79236038
BHMT2	5	79069636	79090069
BHMT	5	79111807	79132289
JMY	5	79236128	79327215
HOMER1	5	79372636	79514565
CMYA5	5	79689777	79800607
LINC01455	5	79936579	79967626
MTX3	5	79976716	79991262
THBS4	5	79991311	80083831
SERINC5	5	80111228	80256048
SPZ1	5	80319625	80321842
ZFYVE16	5	80407149	80483379
FAM151B	5	80487969	80542563
ANKRD34B	5	80556755	80570479
LINC01337	5	80608623	80622524
DHFR	5	80626226	80654983
MSH3	5	80654650	80877147
RASGRF2-AS1	5	80947689	80961357
RASGRF2	5	80960310	81230162
CKMT2-AS1	5	81201341	81301582
CKMT2	5	81233320	81266399
ZCCHC9	5	81301583	81313766
ACOT12	5	81329862	81394191
SSBP2	5	81412804	81752038
ATG10	5	81971615	82276857
ATG10-AS1	5	82073055	82073702
RPS23	5	82273320	82278414
ATP6AP1L	5	82295449	82318300
TMEM167A	5	83052846	83077863
XRCC4	5	83077498	83353787
VCAN	5	83471618	83582303
VCAN-AS1	5	83531352	83581320
HAPLN1	5	83637805	83723528
EDIL3	5	83940554	84384885
COX7C	5	86617905	86621246
RASA1	5	87267778	87391939
CCNH	5	87318416	87413029
TMEM161B	5	88185575	88269476
MEF2C	5	88717117	88904257
MEF2C-AS1	5	88883276	89467616
CETN3	5	90392257	90409786
MBLAC2	5	90458209	90474771
POLR3G	5	90471748	90514559
LYSMD3	5	90515611	90529596
ADGRV1	5	90529344	91164437
LUCAT1	5	91054834	91314547
ARRDC3	5	91368631	91383317
ARRDC3-AS1	5	91380347	91690788
NR2F1-AS1	5	93360779	93585649
NR2F1	5	93583222	93594611
POU5F2	5	93733220	93741600
KIAA0825	5	94150851	94618604
SLF1	5	94618054	94739436
MCTP1	5	94703690	95285094
FAM81B	5	95391366	95450454
ARSK	5	95555101	95605102
GPR150	5	95620087	95622142
RFESD	5	95646718	95684773
SPATA9	5	95652181	95698711
RHOBTB3	5	95713522	95824383
GLRX	5	95751319	95822734
LINC01554	5	95838244	95860141
ELL2	5	95885098	95961871
CAST	5	95962001	96631085
CAST	5	96247756	96779595
PCSK1	5	96390333	96434143
ERAP1	5	96760810	96808100
ERAP2	5	96875986	96919703
LNPEP	5	96935394	97037513
LIX1	5	97091867	97142846
RIOK2	5	97160867	97183289
LINC01340	5	97504589	97989061
RGMB	5	98768004	98798643
RGMB-AS1	5	98769618	98774507
CHD1	5	98853985	98929007
FAM174A	5	100535338	100586741
ST8SIA4	5	100806933	100903285
SLCO4C1	5	102233986	102296350
SLCO6A1	5	102371774	102499016
LINC00492	5	102581368	102617589
LINC00491	5	102604220	102671765
PAM	5	102753981	103031149
GIN1	5	103086000	103120226
PPIP5K2	5	103120149	103212799
NUDT12	5	103548855	103562806
EFNA5	5	107376894	107670937
FBXL17	5	107859035	108382098
LINC01023	5	108725707	108728744
FER	5	108747841	109196841
PJA2	5	109334704	109409991
MAN2A1	5	109689375	109869625
TMEM232	5	110289233	110738956
SLC25A46	5	110738136	110765161
TSLP	5	111070062	111078026
WDR36	5	111092303	111130502
CAMK4	5	111223653	111494886
STARD4	5	111495551	111512590
STARD4-AS1	5	111510396	111739726
NREP	5	111662621	111997464
EPB41L4A	5	112142441	112419313
EPB41L4A-AS1	5	112160526	112164818
APC	5	112707498	112846239
SRP19	5	112861188	112898371
REEP5	5	112876385	112922328
DCP2	5	112976702	113022195
MCC	5	113022106	113488823
TSSK1B	5	113432553	113434989
YTHDC2	5	113513694	113595287
KCNN2	5	114055926	114496500
TRIM36	5	115124762	115180546
PGGT1B	5	115204012	115262877
CCDC112	5	115267190	115296756
FEM1C	5	115520908	115544775
TICAM2	5	115578196	115602479
TMED7-TICAM2	5	115578642	115626161
TMED7	5	115613210	115634830
CDO1	5	115804733	115816660
ATG12	5	115828200	115841837
AP3S1	5	115841422	115914086
LVRN	5	115962454	116027619
ARL14EPL	5	116032324	116060118
COMMD10	5	116085007	116412762
SEMA6A-AS1	5	116432500	116552198
SEMA6A	5	116443555	116576161
DTWD2	5	118836074	118988554
DMXL1	5	119037772	119249138
TNFAIP8	5	119268692	119399688
HSD17B4	5	119452465	119637199
FAM170A	5	119629558	119635822
PRR16	5	120464300	120687332
FTMT	5	121851882	121852833
SRFBP1	5	121961965	122075570
LOX	5	122063195	122078634
ZNF474	5	122129546	122182658
SNCAIP	5	122311354	122464224
SNX2	5	122775010	122834543
SNX24	5	122843439	123029354
PPIC	5	123022052	123036725
PRDM6	5	123089241	123194266
CEP120	5	123344890	123423592
CSNK1G3	5	123512067	123617049
ZNF608	5	124636913	124748807
ALDH7A1	5	126531200	126595362
PHAX	5	126600925	126627252
LMNB1	5	126776623	126837232
C5orf63	5	127045235	127073506
MEGF10	5	127290796	127465737
PRRC1	5	127517617	127555085
CTXN3	5	127649082	127658630
SLC12A2	5	128083714	128189677
FBN2	5	128257909	128659185
SLC27A6	5	128538013	129036767
ISOC1	5	129094711	129114031
ADAMTS19	5	129459686	129738683
CHSY3	5	129904465	130186634
HINT1	5	131155383	131224468
LYRM7	5	131170918	131205428
CDC42SE2	5	131245493	131398447
RAPGEF6	5	131423921	131635234
FNIP1	5	131641714	131797017
MEIKIN	5	131806990	131945698
ACSL6	5	131949973	132012243
IL3	5	132060655	132063204
CSF2	5	132073789	132076170
P4HA2-AS1	5	132184876	132192808
P4HA2	5	132190094	132295315
PDLIM4	5	132257644	132273454
SLC22A4	5	132293769	132344206
SLC22A5	5	132369710	132395614
IRF1	5	132440440	132508719
IL5	5	132541445	132556838
RAD50	5	132556019	132646349
TH2LCRR	5	132629735	132664272
IL13	5	132656263	132661110
IL4	5	132673986	132682678
KIF3A	5	132692628	132737638
CCNI2	5	132747319	132754403
SOWAHA	5	132813302	132816786
SHROOM1	5	132822141	132830920
GDF9	5	132861181	132866884
UQCRQ	5	132866626	132868847
LEAP2	5	132873444	132875046
AFF4	5	132875395	132963634
ZCCHC10	5	132996985	133026604
HSPA4	5	133051946	133106449
FSTL4	5	133196455	133612688
C5orf15	5	133955510	133968674
VDAC1	5	133971871	134005360
TCF7	5	134114681	134151865
SKP1	5	134148935	134177029
PPP2CA	5	134193978	134226083
CDKL3	5	134286350	134371047
UBE2B	5	134371184	134393959
CDKN2AIPNL	5	134402065	134411881
JADE2	5	134523979	134583230
SAR1B	5	134601149	134649271
SEC24A	5	134648588	134727909
CAMLG	5	134737608	134752705
DDX46	5	134758771	134831121
C5orf24	5	134845680	134859735
TXNDC15	5	134874318	134901635
PCBD2	5	134905114	135007959
CATSPER3	5	134967907	135011696
PITX1	5	135027734	135034813
DCANP1	5	135444214	135447348
TIFAB	5	135444226	135452351
SLC25A48	5	135476913	135889770
NEUROG1	5	135534282	135535964
CXCL14	5	135570679	135579279
LECT2	5	135922279	135954983
TGFBI	5	136028988	136063818
SMAD5-AS1	5	136129504	136134890
SMAD5	5	136132845	136188747
TRPC7-AS1	5	136193237	136222159
CTB-1I21.1	5	136466645	136763409
SPOCK1	5	136975298	137598379
KLHL3	5	137617500	137736221
HNRNPA0	5	137745651	137754363
MYOT	5	137867858	137887851
PKD2L2	5	137887968	137942747
FAM13B	5	137937960	138051961
NME5	5	138115169	138139443
BRD8	5	138139770	138178953
KIF20A	5	138178719	138188171
CDC23	5	138187644	138213343
GFRA3	5	138252380	138274621
CDC25C	5	138285251	138338355
FAM53C	5	138331935	138349729
KDM3B	5	138352681	138437028
REEP2	5	138438988	138446969
EGR1	5	138465479	138469303
ETF1	5	138506093	138543239
HSPA9	5	138553756	138575675
CTNNA1	5	138610967	138935039
LRRTM2	5	138868921	138875368
SIL1	5	138946720	139293557
MATR3	5	139273752	139331677
PAIP2	5	139341587	139369720
SLC23A1	5	139367196	139385495
MZB1	5	139387467	139390081
PROB1	5	139390592	139395104
SPATA24	5	139396563	139404089
DNAJC18	5	139408588	139444491
ECSCR	5	139446541	139462745
UBE2D2	5	139526431	139628434
CXXC5	5	139646375	139683882
PSD2	5	139795808	139844470
NRG2	5	139846779	140043299
PURA	5	140107777	140125619
IGIP	5	140125937	140129392
CYSTM1	5	140175072	140282052
PFDN1	5	140245035	140303113
HBEGF	5	140332843	140346614
SLC4A9	5	140360188	140375143
ANKHD1	5	140401660	140541168
ANKHD1-EIF4EBP3	5	140401908	140549569
SRA1	5	140537340	140557677
EIF4EBP3	5	140547662	140549576
APBB3	5	140558268	140564781
SLC35A4	5	140564819	140569100
CD14	5	140631728	140633700
NDUFA2	5	140638740	140647771
TMCO6	5	140639427	140645801
IK	5	140647058	140662480
WDR55	5	140664868	140674124
DND1	5	140670794	140673576
HARS2	5	140691430	140699308
ZMAT2	5	140698680	140706686
PCDHA1	5	140786136	141012347
PCDHA2	5	140794852	141012347
PCDHA3	5	140801028	141012347
PCDHA4	5	140807037	141012347
PCDHA5	5	140821604	141012347
PCDHA6	5	140827958	141012347
PCDHA7	5	140834248	141012347
PCDHA8	5	140841187	141012347
PCDHA9	5	140847772	141012347
PCDHA10	5	140855883	141012347
PCDHA11	5	140868183	141012347
PCDHA12	5	140875302	141012347
PCDHA13	5	140882124	141012347
PCDHAC1	5	140926299	141012347
PCDHAC2	5	140966470	141012347
PCDHB1	5	141051374	141059346
PCDHB2	5	141094606	141098703
PCDHB3	5	141100473	141103827
PCDHB4	5	141121818	141125623
PCDHB5	5	141135206	141138615
PCDHB6	5	141150057	141153287
PCDHB7	5	141172644	141176383
PCDHB8	5	141177790	141182369
PCDHB16	5	141182387	141186226
PCDHB9	5	141187127	141191541
PCDHB10	5	141192353	141195647
PCDHB11	5	141199610	141203779
PCDHB12	5	141208697	141212571
PCDHB13	5	141213919	141218979
PCDHB14	5	141223343	141227759
PCDHB15	5	141245395	141249365
TAF7	5	141259884	141320784
SLC25A2	5	141302635	141304049
PCDHGA1	5	141330514	141512975
PCDHGA2	5	141338760	141512975
PCDHGA3	5	141343829	141512975
PCDHGB1	5	141350099	141512975
PCDHGA4	5	141355021	141512975
PCDHGB2	5	141359994	141512975
PCDHGA5	5	141364162	141512975
PCDHGB3	5	141370242	141512975
PCDHGA6	5	141373891	141512975
PCDHGA7	5	141382739	141512975
PCDHGB4	5	141387698	141512975
PCDHGA8	5	141390157	141512975
PCDHGB5	5	141397947	141512975
PCDHGA9	5	141402778	141512975
PCDHGB6	5	141408021	141512975
PCDHGA10	5	141412987	141512975
PCDHGB7	5	141417645	141512975
PCDHGA11	5	141421047	141512975
PCDHGA12	5	141430507	141512975
PCDHGC3	5	141475947	141512977
PCDHGC4	5	141484997	141512975
PCDHGC5	5	141489081	141512975
DIAPH1	5	141515016	141619055
HDAC3	5	141620778	141636867
RELL2	5	141636950	141641064
FCHSD1	5	141639302	141651430
ARAP3	5	141653240	141682255
PCDH1	5	141853090	141879246
PCDH12	5	141943581	141969741
RNF14	5	141958328	141990292
GNPDA1	5	141991749	142013057
NDFIP1	5	142108762	142154440
SPRY4	5	142310420	142326455
FGF1	5	142592166	142698070
ARHGAP26	5	142770377	143229011
ARHGAP26-AS1	5	142859600	142871204
NR3C1	5	143277931	143435512
HMHB1	5	143812147	143820716
YIPF5	5	144158162	144170714
KCTD16	5	144170873	144485686
PRELID2	5	145471799	145835369
SH3RF2	5	145936425	146085976
PLAC8L1	5	146084313	146105577
RBM27	5	146203550	146289223
TCERG1	5	146447311	146511963
PPP2R2B	5	146580742	147084784
STK32A	5	147234963	147387855
DPYSL3	5	147390808	147510089
JAKMIP2-AS1	5	147559930	147694828
JAKMIP2	5	147585438	147782775
SPINK1	5	147824572	147831671
SCGB3A2	5	147869800	147882197
C5orf46	5	147879632	147906538
SPINK5	5	148025683	148137382
SPINK14	5	148168546	148175619
SPINK6	5	148202794	148215137
SPINK13	5	148268180	148286255
SPINK7	5	148312419	148315922
SPINK9	5	148321203	148339852
FBXO38	5	148383826	148442850
HTR4	5	148446042	148677235
ADRB2	5	148826611	148828623
SH3TC2	5	148923639	149063163
ABLIM3	5	149141483	149260542
AFAP1L1	5	149271823	149343637
GRPEL2	5	149345430	149354583
GRPEL2-AS1	5	149348110	149358577
PCYOX1L	5	149358002	149369653
IL17B	5	149371324	149404202
CARMN	5	149406609	149432835
CSNK1A1	5	149492982	149551471
ARHGEF37	5	149551947	149634968
PPARGC1B	5	149729994	149855022
PDE6A	5	149857953	149945287
SLC26A2	5	149960758	149993455
TIGD6	5	149993118	150000654
HMGXB3	5	150000046	150053142
CSF1R	5	150053291	150113372
PDGFRB	5	150113839	150158260
CDX1	5	150166778	150184558
SLC6A7	5	150190062	150222788
CAMK2A	5	150219491	150290093
ARSI	5	150296343	150339307
TCOF1	5	150357629	150400491
CD74	5	150401637	150412969
RPS14	5	150442635	150449952
NDST1	5	150485648	150558211
SYNPO	5	150601080	150659208
MYOZ3	5	150660450	150680022
RBM22	5	150690792	150701077
DCTN4	5	150706840	150759095
SMIM3	5	150778741	150796736
IRGM	5	150846521	150900736
ZNF300	5	150894392	150904983
GPX3	5	151020591	151028988
TNIP1	5	151029939	151093577
ANXA6	5	151100706	151157815
CCDC69	5	151181052	151224124
GM2A	5	151212150	151270440
SLC36A3	5	151276358	151303766
SLC36A2	5	151314972	151347590
SLC36A1	5	151437046	151492379
FAT2	5	151504092	151591331
SPARC	5	151661096	151687352
ATOX1	5	151738084	151772532
G3BP1	5	151770951	151812911
GLRA1	5	151822513	151924851
NMUR2	5	152391542	152433368
LINC01470	5	152618965	153223629
GRIA1	5	153489615	153813869
FAM114A2	5	153990148	154038936
MFAP3	5	154038959	154220478
GALNT10	5	154190514	154420984
SAP30L-AS1	5	154325568	154445855
SAP30L	5	154445997	154461053
HAND1	5	154474969	154478356
LARP1	5	154682986	154817605
FAXDC2	5	154818492	154859252
CNOT8	5	154857529	154876793
GEMIN5	5	154887411	154938211
MRPL22	5	154941073	154969411
KIF4B	5	155013755	155018141
SGCD	5	155870344	156767788
TIMD4	5	156919292	156963226
HAVCR1	5	157025939	157069396
HAVCR2	5	157085422	157142869
MED7	5	157137424	157159019
ITK	5	157142933	157255185
CYFIP2	5	157266079	157395595
FNDC9	5	157341598	157345677
ADAM19	5	157395534	157575858
NIPAL4	5	157460213	157474722
SOX30	5	157625679	157671480
C5orf52	5	157671533	157680158
THG1L	5	157731412	157741449
LSM11	5	157743712	157760709
CLINT1	5	157785743	157859169
EBF1	5	158695920	159099951
RNF145	5	159157409	159210053
UBLCP1	5	159263285	159286037
IL12B	5	159314780	159330863
ADRA1B	5	159865080	159973012
TTC1	5	160009100	160065550
PWWP2A	5	160061801	160119478
FABP6	5	160187363	160238735
CCNJL	5	160249083	160345396
C1QTNF2	5	160347754	160370645
SLU7	5	160401641	160421711
PTTG1	5	160421816	160428748
MIR3142HG	5	160438594	160600965
ATP10B	5	160563120	160852214
GABRB2	5	161288429	161549044
GABRA6	5	161547063	161702593
GABRA1	5	161847063	161899981
LINC01202	5	161907111	162036954
GABRG2	5	162000057	162162977
CCNG1	5	163437569	163448199
NUDCD2	5	163446526	163460404
HMMR	5	163460203	163491945
MAT2B	5	163503114	163519558
TENM2	5	166979029	168264157
WWC1	5	168291563	168472303
FBLL1	5	168529305	168530634
PANK3	5	168548495	168579600
SLIT3	5	168661740	169301139
SPDL1	5	169583632	169604778
DOCK2	5	169637249	170083382
FOXI1	5	170105897	170109734
LINC01187	5	170191579	170199141
LCP2	5	170246233	170297820
LINC01366	5	170306810	170335508
KCNIP1	5	170353487	170736632
KCNMB1	5	170374671	170389655
GABRP	5	170763350	170814047
RANBP17	5	170861870	171300015
TLX3	5	171309248	171312139
NPM1	5	171387086	171411810
FGF18	5	171419645	171457626
FBXW11	5	171861548	172006873
STK10	5	172042079	172188332
EFCAB9	5	172194172	172203454
UBTD2	5	172209645	172284077
SH3PXD2B	5	172325000	172454531
NEURL1B	5	172641248	172691540
DUSP1	5	172766992	172771198
ERGIC1	5	172834251	172952792
RPL26L1	5	172954004	172974768
ATP6V0E1	5	172983771	173035445
CREBRF	5	173056352	173139284
BNIP1	5	173144442	173164397
NKX2-5	5	173232109	173235311
STC2	5	173314723	173328447
BOD1	5	173607145	173616659
LINC01484	5	173707614	173746279
LINC01485	5	173778527	173809039
CPEB4	5	173888349	173961980
C5orf47	5	173973779	174006140
LINC01411	5	174336250	174532457
MSX2	5	174724582	174730896
DRD1	5	175440027	175444794
SFXN1	5	175477062	175529742
HRH2	5	175657797	175710756
CPLX2	5	175796306	175884022
THOC3	5	175916677	176034680
